source,target,value
Manoj Joshi,Ayushmann Khurrana,1
Manoj Joshi,Pulkit Samrat,1
Manoj Joshi,Lavanya Tripathi,1
Manoj Joshi,Amyra Dastur,1
Manoj Joshi,Urvashi Rautela,1
Manoj Joshi,Kapil Sharma,1
Manoj Joshi,Bhumi Pednekar,1
Manoj Joshi,Kiara Advani,1
Manoj Joshi,Sara Ali Khan,1
Rimi Sen,Samir Soni,1
Rimi Sen,Riteish Deshmukh,1
Rimi Sen,John Abraham,3
Rimi Sen,Mallika Sherawat,1
Rimi Sen,Shahid Kapoor,1
Rimi Sen,Celina Jaitly,1
Rimi Sen,Kunal Kapoor,1
Rimi Sen,Neil Nitin Mukesh,1
Rimi Sen,Ayesha Takia,1
Rimi Sen,Vidya Balan,1
Rimi Sen,Ashwini Kalsekar,1
Rimi Sen,Kay Kay Menon,1
Rimi Sen,Sonam Kapoor,1
Rimi Sen,Kangana Ranaut,1
Rimi Sen,Govardhan Asrani,4
Rimi Sen,Daisy Shah,1
Samir Soni,Sunny Leone,1
Samir Soni,John Abraham,1
Samir Soni,Shahid Kapoor,2
Samir Soni,Sonu Sood,1
Samir Soni,Imran Khan,1
Samir Soni,Emraan Hashmi,2
Samir Soni,Gul Panag,2
Samir Soni,Shreyas Talpade,1
Samir Soni,Sophiya Chaudhary,1
Samir Soni,Manjari Fadnnis,1
Samir Soni,Sonam Kapoor,1
Samir Soni,Kangana Ranaut,1
Samir Soni,Govardhan Asrani,2
Samir Soni,Daisy Shah,1
Samir Soni,Ileana D'Cruz,1
Samir Soni,Radhika Apte,1
Samir Soni,Kajal Aggarwal,1
Samir Soni,Bruna Abdullah,1
Samir Soni,Prateik Patil Babbar,1
Samir Soni,Richa Chadha,1
Samir Soni,Kalki Koechlin,1
Samir Soni,Shraddha Kapoor,1
Samir Soni,Sunny Kaushal,1
Samir Soni,Yami Gautam,1
Samir Soni,Pulkit Samrat,1
Samir Soni,Vikrant Massey,1
Samir Soni,Rhea Chakraborty,1
Samir Soni,Tiger Shroff,1
Samir Soni,Shriya Pilgaonkar,1
Samir Soni,Mrunal Thakur,1
Samir Soni,Sobhita Dhulipala,1
Uday Tikekar,Sunny Leone,3
Uday Tikekar,Riteish Deshmukh,1
Uday Tikekar,Genelia Deshmukh,1
Uday Tikekar,John Abraham,3
Uday Tikekar,Mallika Sherawat,1
Uday Tikekar,Sonu Sood,1
Uday Tikekar,Imran Khan,1
Uday Tikekar,Emraan Hashmi,3
Uday Tikekar,Vipin Sharma,1
Uday Tikekar,Nawazuddin Siddiqui,3
Uday Tikekar,Shruti Haasan,1
Uday Tikekar,Ranbir Kapoor,2
Uday Tikekar,Shreyas Talpade,4
Uday Tikekar,Soha Ali Khan,1
Uday Tikekar,Neil Nitin Mukesh,1
Uday Tikekar,Vidya Balan,1
Uday Tikekar,Ashwini Kalsekar,7
Uday Tikekar,Upendra Limaye,1
Uday Tikekar,Kay Kay Menon,1
Uday Tikekar,Manjari Fadnnis,1
Uday Tikekar,Sonam Kapoor,1
Uday Tikekar,Deepika Padukone,1
Uday Tikekar,Ileana D'Cruz,1
Uday Tikekar,Radhika Apte,1
Uday Tikekar,Jacqueline Fernandez,1
Uday Tikekar,Pankaj Tripathi,1
Uday Tikekar,Sidharth Malhotra,2
Uday Tikekar,Varun Dhawan,2
Uday Tikekar,Esha Gupta,1
Uday Tikekar,Sana Khan,1
Uday Tikekar,Shraddha Kapoor,1
Uday Tikekar,Sushant Singh Rajput,1
Uday Tikekar,Ranveer Singh,3
Uday Tikekar,Sonakshi Sinha,2
Uday Tikekar,Anil Charanjeett,5
Uday Tikekar,Yami Gautam,1
Uday Tikekar,Parineeti Chopra,2
Uday Tikekar,Sonalee Kulkarni,2
Uday Tikekar,Vidyut Jammwal,1
Uday Tikekar,Ayushmann Khurrana,1
Uday Tikekar,Lavanya Tripathi,1
Uday Tikekar,Pooja Hegde,1
Uday Tikekar,Kiara Advani,1
Uday Tikekar,Nora Fatehi,1
Uday Tikekar,Sara Ali Khan,1
Sunny Leone,Riteish Deshmukh,1
Sunny Leone,John Abraham,2
Sunny Leone,Sonu Sood,1
Sunny Leone,Imran Khan,1
Sunny Leone,Emraan Hashmi,2
Sunny Leone,Nawazuddin Siddiqui,2
Sunny Leone,Ranbir Kapoor,1
Sunny Leone,Karishma Tanna,2
Sunny Leone,Ashwini Kalsekar,2
Sunny Leone,Sophiya Chaudhary,1
Sunny Leone,Kay Kay Menon,2
Sunny Leone,Kangana Ranaut,1
Sunny Leone,Govardhan Asrani,2
Sunny Leone,Sunny Singh,1
Sunny Leone,Ileana D'Cruz,1
Sunny Leone,Aditi Rao Hydari,1
Sunny Leone,Pankaj Tripathi,1
Sunny Leone,Bruna Abdullah,1
Sunny Leone,Sidharth Malhotra,1
Sunny Leone,Varun Dhawan,1
Sunny Leone,Amy Jackson,1
Sunny Leone,Esha Gupta,2
Sunny Leone,Sana Khan,1
Sunny Leone,Shraddha Kapoor,1
Sunny Leone,Sushant Singh Rajput,2
Sunny Leone,Sonakshi Sinha,2
Sunny Leone,Anil Charanjeett,2
Sunny Leone,Yami Gautam,1
Sunny Leone,Vidyut Jammwal,2
Sunny Leone,Lavanya Tripathi,1
Sunny Leone,Kriti Sanon,1
Sunny Leone,Kiara Advani,1
Riteish Deshmukh,Genelia Deshmukh,7
Riteish Deshmukh,Zayed Khan,5
Riteish Deshmukh,John Abraham,4
Riteish Deshmukh,Mallika Sherawat,3
Riteish Deshmukh,Shriya Saran,1
Riteish Deshmukh,Celina Jaitly,2
Riteish Deshmukh,Sonu Sood,1
Riteish Deshmukh,Imran Khan,1
Riteish Deshmukh,Gul Panag,1
Riteish Deshmukh,Nawazuddin Siddiqui,1
Riteish Deshmukh,Karishma Tanna,1
Riteish Deshmukh,Shreyas Talpade,4
Riteish Deshmukh,Ayesha Takia,3
Riteish Deshmukh,Vidya Balan,2
Riteish Deshmukh,Ashwini Kalsekar,1
Riteish Deshmukh,Arjun Kapoor,1
Riteish Deshmukh,Asin Thottumkal,1
Riteish Deshmukh,Upendra Limaye,2
Riteish Deshmukh,Sophiya Chaudhary,2
Riteish Deshmukh,Tamannaah Bhatia,4
Riteish Deshmukh,Manjari Fadnnis,2
Riteish Deshmukh,Minissha Lamba,1
Riteish Deshmukh,Deepika Padukone,1
Riteish Deshmukh,Kangana Ranaut,1
Riteish Deshmukh,Govardhan Asrani,5
Riteish Deshmukh,Krishna Abhishek,2
Riteish Deshmukh,Radhika Apte,1
Riteish Deshmukh,Nushrratt Bharuccha,1
Riteish Deshmukh,Jacqueline Fernandez,7
Riteish Deshmukh,Bruna Abdullah,2
Riteish Deshmukh,Aditya Roy Kapoor,1
Riteish Deshmukh,Sidharth Malhotra,2
Riteish Deshmukh,Varun Dhawan,2
Riteish Deshmukh,Esha Gupta,2
Riteish Deshmukh,Sudesh Lehri,2
Riteish Deshmukh,Shraddha Kapoor,2
Riteish Deshmukh,Lisa Haydon,1
Riteish Deshmukh,Nargis Fakhri,2
Riteish Deshmukh,Kriti Kharbanda,2
Riteish Deshmukh,Kainaat Arora,1
Riteish Deshmukh,Zareen Khan,1
Riteish Deshmukh,Rajkummar Rao,1
Riteish Deshmukh,Sonakshi Sinha,5
Riteish Deshmukh,Sonalee Kulkarni,1
Riteish Deshmukh,Saqib Saleem,1
Riteish Deshmukh,Pulkit Samrat,1
Riteish Deshmukh,Pooja Hegde,2
Riteish Deshmukh,Kriti Sanon,2
Riteish Deshmukh,Rhea Chakraborty,1
Riteish Deshmukh,Urvashi Rautela,1
Riteish Deshmukh,Tiger Shroff,1
Riteish Deshmukh,Kapil Sharma,1
Riteish Deshmukh,Nora Fatehi,3
Riteish Deshmukh,Disha Patani,2
Riteish Deshmukh,Sara Ali Khan,1
Genelia Deshmukh,John Abraham,2
Genelia Deshmukh,Shriya Saran,4
Genelia Deshmukh,Shahid Kapoor,1
Genelia Deshmukh,Sonu Sood,1
Genelia Deshmukh,Imran Khan,1
Genelia Deshmukh,Vidya Balan,1
Genelia Deshmukh,Vatsal Sheth,1
Genelia Deshmukh,Abhay Deol,1
Genelia Deshmukh,Tamannaah Bhatia,1
Genelia Deshmukh,Manjari Fadnnis,1
Genelia Deshmukh,Govardhan Asrani,1
Genelia Deshmukh,Daisy Shah,1
Genelia Deshmukh,Radhika Apte,1
Genelia Deshmukh,Bruna Abdullah,1
Genelia Deshmukh,Prateik Patil Babbar,1
Genelia Deshmukh,Sudesh Lehri,1
Genelia Deshmukh,Sana Khan,1
Genelia Deshmukh,Tahir Raj Bhasin,1
Genelia Deshmukh,Sonakshi Sinha,1
Genelia Deshmukh,Vidyut Jammwal,1
Genelia Deshmukh,Freddy Daruwala,1
Genelia Deshmukh,Pulkit Samrat,1
Zayed Khan,Mallika Sherawat,1
Zayed Khan,Shriya Saran,1
Zayed Khan,Ranbir Kapoor,1
Zayed Khan,Soha Ali Khan,1
Zayed Khan,Ayesha Takia,2
Zayed Khan,Ashwini Kalsekar,1
Zayed Khan,Vatsal Sheth,1
Zayed Khan,Sophiya Chaudhary,2
Zayed Khan,Tanushree Dutta,1
Zayed Khan,Minissha Lamba,1
Zayed Khan,Kangana Ranaut,1
Zayed Khan,Jacqueline Fernandez,1
Zayed Khan,Esha Gupta,1
John Abraham,Mallika Sherawat,1
John Abraham,Shriya Saran,1
John Abraham,Celina Jaitly,1
John Abraham,Sonu Sood,1
John Abraham,Imran Khan,2
John Abraham,Emraan Hashmi,3
John Abraham,Kunal Kapoor,1
John Abraham,Nawazuddin Siddiqui,3
John Abraham,Shruti Haasan,2
John Abraham,Shreyas Talpade,3
John Abraham,Soha Ali Khan,1
John Abraham,Chitrangda Singh,2
John Abraham,Neil Nitin Mukesh,3
John Abraham,Ayesha Takia,2
John Abraham,Vidya Balan,2
John Abraham,Ashwini Kalsekar,3
John Abraham,Arjun Kapoor,4
John Abraham,Asin Thottumkal,1
John Abraham,Sophiya Chaudhary,1
John Abraham,Kay Kay Menon,1
John Abraham,Tamannaah Bhatia,1
John Abraham,Sonam Kapoor,1
John Abraham,Deepika Padukone,3
John Abraham,Kangana Ranaut,1
John Abraham,Govardhan Asrani,2
John Abraham,Daisy Shah,1
John Abraham,Krishna Abhishek,1
John Abraham,Ileana D'Cruz,1
John Abraham,Aditi Rao Hydari,2
John Abraham,Kajal Aggarwal,1
John Abraham,Jacqueline Fernandez,5
John Abraham,Bruna Abdullah,1
John Abraham,Prateik Patil Babbar,2
John Abraham,Sidharth Malhotra,1
John Abraham,Varun Dhawan,2
John Abraham,Esha Gupta,1
John Abraham,Sudesh Lehri,1
John Abraham,Sana Khan,2
John Abraham,Shraddha Kapoor,1
John Abraham,Nargis Fakhri,2
John Abraham,Kriti Kharbanda,2
John Abraham,Zareen Khan,1
John Abraham,Tahir Raj Bhasin,1
John Abraham,Sushant Singh Rajput,1
John Abraham,Sonakshi Sinha,4
John Abraham,Yami Gautam,2
John Abraham,Parineeti Chopra,1
John Abraham,Vidyut Jammwal,2
John Abraham,Mouni Roy,1
John Abraham,Saqib Saleem,1
John Abraham,Freddy Daruwala,1
John Abraham,Ayushmann Khurrana,1
John Abraham,Pulkit Samrat,1
John Abraham,Lavanya Tripathi,1
John Abraham,Pooja Hegde,1
John Abraham,Kriti Sanon,1
John Abraham,Urvashi Rautela,1
John Abraham,Kapil Sharma,1
John Abraham,Kiara Advani,1
John Abraham,Nora Fatehi,5
John Abraham,Mrunal Thakur,1
John Abraham,Disha Patani,1
Mallika Sherawat,Celina Jaitly,1
Mallika Sherawat,Sonu Sood,1
Mallika Sherawat,Emraan Hashmi,1
Mallika Sherawat,Shreyas Talpade,1
Mallika Sherawat,Chitrangda Singh,1
Mallika Sherawat,Ayesha Takia,1
Mallika Sherawat,Vidya Balan,2
Mallika Sherawat,Ashwini Kalsekar,1
Mallika Sherawat,Asin Thottumkal,1
Mallika Sherawat,Sophiya Chaudhary,1
Mallika Sherawat,Kay Kay Menon,1
Mallika Sherawat,Sonam Kapoor,1
Mallika Sherawat,Kangana Ranaut,2
Mallika Sherawat,Govardhan Asrani,2
Mallika Sherawat,Krishna Abhishek,3
Mallika Sherawat,Esha Gupta,1
Mallika Sherawat,Sudesh Lehri,2
Mallika Sherawat,Tahir Raj Bhasin,1
Mallika Sherawat,Anil Charanjeett,1
Mallika Sherawat,Kapil Sharma,2
Shriya Saran,Emraan Hashmi,1
Shriya Saran,Vipin Sharma,1
Shriya Saran,Nayanthara,3
Shriya Saran,Prabhas,3
Shriya Saran,Soha Ali Khan,1
Shriya Saran,Vidya Balan,1
Shriya Saran,Kay Kay Menon,2
Shriya Saran,Tamannaah Bhatia,3
Shriya Saran,Manjari Fadnnis,1
Shriya Saran,Minissha Lamba,1
Shriya Saran,Govardhan Asrani,2
Shriya Saran,Ileana D'Cruz,2
Shriya Saran,Pankaj Tripathi,2
Shriya Saran,Mahie Gill,1
Shriya Saran,Samantha Ruth Prabhu,1
Shriya Saran,Taapsee Pannu,1
Shriya Saran,Nora Fatehi,1
Shahid Kapoor,Sonu Sood,1
Shahid Kapoor,Imran Khan,1
Shahid Kapoor,Prabhas,1
Shahid Kapoor,Soha Ali Khan,1
Shahid Kapoor,Ayesha Takia,4
Shahid Kapoor,Vidya Balan,1
Shahid Kapoor,Arjun Kapoor,1
Shahid Kapoor,Tanushree Dutta,1
Shahid Kapoor,Kay Kay Menon,2
Shahid Kapoor,Sonam Kapoor,1
Shahid Kapoor,Deepika Padukone,1
Shahid Kapoor,Kangana Ranaut,1
Shahid Kapoor,Govardhan Asrani,5
Shahid Kapoor,Ileana D'Cruz,1
Shahid Kapoor,Radhika Apte,1
Shahid Kapoor,Aditi Rao Hydari,1
Shahid Kapoor,Nushrratt Bharuccha,1
Shahid Kapoor,Anushka Sharma,1
Shahid Kapoor,Shraddha Kapoor,2
Shahid Kapoor,Nargis Fakhri,1
Shahid Kapoor,Ranveer Singh,1
Shahid Kapoor,Sonakshi Sinha,2
Shahid Kapoor,Yami Gautam,2
Shahid Kapoor,Kartik Aaryan,1
Shahid Kapoor,Pulkit Samrat,1
Shahid Kapoor,Pooja Hegde,1
Shahid Kapoor,Kriti Sanon,1
Shahid Kapoor,Kiara Advani,1
Shahid Kapoor,Mrunal Thakur,1
Shahid Kapoor,Disha Patani,1
Shahid Kapoor,Rashmika Mandanna,1
Celina Jaitly,Emraan Hashmi,1
Celina Jaitly,Gul Panag,1
Celina Jaitly,Shreyas Talpade,4
Celina Jaitly,Vidya Balan,2
Celina Jaitly,Ashwini Kalsekar,1
Celina Jaitly,Arjun Kapoor,1
Celina Jaitly,Vatsal Sheth,1
Celina Jaitly,Sophiya Chaudhary,2
Celina Jaitly,Kay Kay Menon,1
Celina Jaitly,Minissha Lamba,1
Celina Jaitly,Sonam Kapoor,1
Celina Jaitly,Kangana Ranaut,1
Celina Jaitly,Govardhan Asrani,2
Celina Jaitly,Anil Charanjeett,1
Sonu Sood,Emraan Hashmi,1
Sonu Sood,Vipin Sharma,1
Sonu Sood,Nayanthara,2
Sonu Sood,Raju Srivastava,1
Sonu Sood,Shruti Haasan,2
Sonu Sood,Prabhas,1
Sonu Sood,Shreyas Talpade,2
Sonu Sood,Soha Ali Khan,1
Sonu Sood,Ayesha Takia,2
Sonu Sood,Ashwini Kalsekar,2
Sonu Sood,Sophiya Chaudhary,1
Sonu Sood,Tanushree Dutta,1
Sonu Sood,Tamannaah Bhatia,6
Sonu Sood,Manjari Fadnnis,1
Sonu Sood,Deepika Padukone,1
Sonu Sood,Kangana Ranaut,2
Sonu Sood,Govardhan Asrani,2
Sonu Sood,Krishna Abhishek,2
Sonu Sood,Ileana D'Cruz,2
Sonu Sood,Kajal Aggarwal,1
Sonu Sood,Jacqueline Fernandez,2
Sonu Sood,Mahie Gill,1
Sonu Sood,Anushka Sharma,1
Sonu Sood,Amy Jackson,3
Sonu Sood,Esha Gupta,2
Sonu Sood,Sudesh Lehri,1
Sonu Sood,Samantha Ruth Prabhu,1
Sonu Sood,Nargis Fakhri,1
Sonu Sood,Kriti Kharbanda,1
Sonu Sood,Ranveer Singh,1
Sonu Sood,Sonakshi Sinha,2
Sonu Sood,Anil Charanjeett,1
Sonu Sood,Vidyut Jammwal,1
Sonu Sood,Pooja Hegde,1
Sonu Sood,Amyra Dastur,1
Sonu Sood,Kapil Sharma,1
Sonu Sood,Disha Patani,1
Sonu Sood,Sara Ali Khan,1
Imran Khan,Emraan Hashmi,1
Imran Khan,Nawazuddin Siddiqui,1
Imran Khan,Shruti Haasan,1
Imran Khan,Vidya Balan,1
Imran Khan,Ashwini Kalsekar,1
Imran Khan,Sophiya Chaudhary,2
Imran Khan,Kay Kay Menon,1
Imran Khan,Manjari Fadnnis,1
Imran Khan,Minissha Lamba,1
Imran Khan,Sonam Kapoor,1
Imran Khan,Deepika Padukone,1
Imran Khan,Kangana Ranaut,1
Imran Khan,Govardhan Asrani,1
Imran Khan,Bruna Abdullah,1
Imran Khan,Prateik Patil Babbar,1
Imran Khan,Anushka Sharma,1
Imran Khan,Sidharth Malhotra,1
Imran Khan,Varun Dhawan,1
Imran Khan,Esha Gupta,2
Imran Khan,Sana Khan,1
Imran Khan,Shraddha Kapoor,2
Imran Khan,Sushant Singh Rajput,1
Imran Khan,Sonakshi Sinha,2
Imran Khan,Yami Gautam,1
Imran Khan,Vidyut Jammwal,1
Imran Khan,Lavanya Tripathi,1
Imran Khan,Kiara Advani,1
Emraan Hashmi,Vipin Sharma,1
Emraan Hashmi,Nawazuddin Siddiqui,1
Emraan Hashmi,Shruti Haasan,1
Emraan Hashmi,Soha Ali Khan,1
Emraan Hashmi,Vidya Balan,3
Emraan Hashmi,Ashwini Kalsekar,2
Emraan Hashmi,Abhay Deol,1
Emraan Hashmi,Tanushree Dutta,3
Emraan Hashmi,Kay Kay Menon,2
Emraan Hashmi,Kangana Ranaut,4
Emraan Hashmi,Sunny Singh,1
Emraan Hashmi,Ileana D'Cruz,1
Emraan Hashmi,Nushrratt Bharuccha,1
Emraan Hashmi,Kajal Aggarwal,1
Emraan Hashmi,Jacqueline Fernandez,1
Emraan Hashmi,Prateik Patil Babbar,2
Emraan Hashmi,Adah Sharma,1
Emraan Hashmi,Kalki Koechlin,2
Emraan Hashmi,Sidharth Malhotra,1
Emraan Hashmi,Varun Dhawan,1
Emraan Hashmi,Esha Gupta,4
Emraan Hashmi,Sana Khan,1
Emraan Hashmi,Shraddha Kapoor,2
Emraan Hashmi,Nargis Fakhri,1
Emraan Hashmi,Kriti Kharbanda,1
Emraan Hashmi,Sushant Singh Rajput,1
Emraan Hashmi,Rajkummar Rao,1
Emraan Hashmi,Sonakshi Sinha,1
Emraan Hashmi,Yami Gautam,1
Emraan Hashmi,Vidyut Jammwal,2
Emraan Hashmi,Saqib Saleem,1
Emraan Hashmi,Huma Qureshi,1
Emraan Hashmi,Lavanya Tripathi,1
Emraan Hashmi,Rhea Chakraborty,1
Emraan Hashmi,Amyra Dastur,1
Emraan Hashmi,Kiara Advani,1
Emraan Hashmi,Nora Fatehi,1
Emraan Hashmi,Mrunal Thakur,1
Emraan Hashmi,Sobhita Dhulipala,2
Vipin Sharma,Gul Panag,2
Vipin Sharma,Kunal Kapoor,2
Vipin Sharma,Nawazuddin Siddiqui,5
Vipin Sharma,Shreyas Talpade,1
Vipin Sharma,Chitrangda Singh,2
Vipin Sharma,Ashwini Kalsekar,1
Vipin Sharma,Upendra Limaye,1
Vipin Sharma,Abhay Deol,1
Vipin Sharma,Nimrat Kaur,1
Vipin Sharma,Kay Kay Menon,1
Vipin Sharma,Tamannaah Bhatia,1
Vipin Sharma,Sonam Kapoor,1
Vipin Sharma,Deepika Padukone,1
Vipin Sharma,Kangana Ranaut,2
Vipin Sharma,Govardhan Asrani,2
Vipin Sharma,Aditi Rao Hydari,3
Vipin Sharma,Kajal Aggarwal,1
Vipin Sharma,Jacqueline Fernandez,2
Vipin Sharma,Pankaj Tripathi,1
Vipin Sharma,Mahie Gill,3
Vipin Sharma,Prateik Patil Babbar,1
Vipin Sharma,Anushka Sharma,1
Vipin Sharma,Adah Sharma,1
Vipin Sharma,Richa Chadha,4
Vipin Sharma,Samantha Ruth Prabhu,1
Vipin Sharma,Nargis Fakhri,1
Vipin Sharma,Kriti Kharbanda,1
Vipin Sharma,Rajkummar Rao,3
Vipin Sharma,Ranveer Singh,1
Vipin Sharma,Sonakshi Sinha,1
Vipin Sharma,Anil Charanjeett,1
Vipin Sharma,Vidyut Jammwal,2
Vipin Sharma,Huma Qureshi,2
Vipin Sharma,Vicky Kaushal,3
Vipin Sharma,Tiger Shroff,1
Vipin Sharma,Disha Patani,1
Vipin Sharma,Sobhita Dhulipala,2
Vipin Sharma,Sara Ali Khan,1
Gul Panag,Nawazuddin Siddiqui,2
Gul Panag,Shreyas Talpade,1
Gul Panag,Neil Nitin Mukesh,1
Gul Panag,Ayesha Takia,1
Gul Panag,Sophiya Chaudhary,1
Gul Panag,Abhay Deol,1
Gul Panag,Anushka Sharma,1
Gul Panag,Adah Sharma,1
Gul Panag,Samantha Ruth Prabhu,1
Gul Panag,Rajkummar Rao,1
Gul Panag,Anil Charanjeett,1
Gul Panag,Saqib Saleem,1
Gul Panag,Tiger Shroff,1
Gul Panag,Kapil Sharma,1
Iqbal Khan,Vidya Balan,1
Iqbal Khan,Mouni Roy,1
Iqbal Khan,Saqib Saleem,1
Iqbal Khan,Freddy Daruwala,1
Iqbal Khan,Kiara Advani,1
Iqbal Khan,Shriya Pilgaonkar,1
Nayanthara,Prabhas,1
Nayanthara,Asin Thottumkal,2
Nayanthara,Sneha Ullal,1
Nayanthara,Tamannaah Bhatia,2
Nayanthara,Deepika Padukone,1
Nayanthara,Krishna Abhishek,1
Nayanthara,Prateik Patil Babbar,1
Nayanthara,Nivetha Thomas,1
Nayanthara,Sana Khan,1
Nayanthara,Samantha Ruth Prabhu,1
Nayanthara,Taapsee Pannu,1
Nayanthara,Sanya Malhotra,1
Raju Srivastava,Ayesha Takia,1
Raju Srivastava,Ashwini Kalsekar,1
Raju Srivastava,Govardhan Asrani,5
Raju Srivastava,Krishna Abhishek,4
Raju Srivastava,Anushka Sharma,1
Raju Srivastava,Sudesh Lehri,4
Raju Srivastava,Kapil Sharma,4
Kunal Kapoor,Nawazuddin Siddiqui,1
Kunal Kapoor,Ranbir Kapoor,1
Kunal Kapoor,Shreyas Talpade,1
Kunal Kapoor,Soha Ali Khan,1
Kunal Kapoor,Ashwini Kalsekar,1
Kunal Kapoor,Nimrat Kaur,1
Kunal Kapoor,Minissha Lamba,1
Kunal Kapoor,Deepika Padukone,1
Kunal Kapoor,Radhika Apte,1
Kunal Kapoor,Aditya Roy Kapoor,1
Kunal Kapoor,Kalki Koechlin,1
Kunal Kapoor,Esha Gupta,1
Kunal Kapoor,Ranveer Singh,1
Kunal Kapoor,Sunny Kaushal,1
Kunal Kapoor,Vidyut Jammwal,1
Kunal Kapoor,Mouni Roy,2
Kunal Kapoor,Huma Qureshi,1
Kunal Kapoor,Amyra Dastur,1
Kunal Kapoor,Vicky Kaushal,1
Kunal Kapoor,Rashmika Mandanna,1
Nawazuddin Siddiqui,Shruti Haasan,1
Nawazuddin Siddiqui,Ranbir Kapoor,2
Nawazuddin Siddiqui,Shreyas Talpade,1
Nawazuddin Siddiqui,Soha Ali Khan,2
Nawazuddin Siddiqui,Chitrangda Singh,1
Nawazuddin Siddiqui,Neil Nitin Mukesh,1
Nawazuddin Siddiqui,Vidya Balan,3
Nawazuddin Siddiqui,Ashwini Kalsekar,3
Nawazuddin Siddiqui,Abhay Deol,4
Nawazuddin Siddiqui,Nimrat Kaur,1
Nawazuddin Siddiqui,Kay Kay Menon,3
Nawazuddin Siddiqui,Tamannaah Bhatia,1
Nawazuddin Siddiqui,Minissha Lamba,1
Nawazuddin Siddiqui,Sonam Kapoor,2
Nawazuddin Siddiqui,Kangana Ranaut,1
Nawazuddin Siddiqui,Radhika Apte,4
Nawazuddin Siddiqui,Jacqueline Fernandez,2
Nawazuddin Siddiqui,Pankaj Tripathi,5
Nawazuddin Siddiqui,Mahie Gill,2
Nawazuddin Siddiqui,Richa Chadha,3
Nawazuddin Siddiqui,Kalki Koechlin,2
Nawazuddin Siddiqui,Sidharth Malhotra,1
Nawazuddin Siddiqui,Varun Dhawan,2
Nawazuddin Siddiqui,Amy Jackson,1
Nawazuddin Siddiqui,Esha Gupta,1
Nawazuddin Siddiqui,Sudesh Lehri,1
Nawazuddin Siddiqui,Sana Khan,1
Nawazuddin Siddiqui,Shraddha Kapoor,2
Nawazuddin Siddiqui,Nargis Fakhri,1
Nawazuddin Siddiqui,Kriti Kharbanda,1
Nawazuddin Siddiqui,Tahir Raj Bhasin,1
Nawazuddin Siddiqui,Sushant Singh Rajput,1
Nawazuddin Siddiqui,Rajkummar Rao,3
Nawazuddin Siddiqui,Ranveer Singh,1
Nawazuddin Siddiqui,Sonakshi Sinha,2
Nawazuddin Siddiqui,Anil Charanjeett,2
Nawazuddin Siddiqui,Yami Gautam,2
Nawazuddin Siddiqui,Vidyut Jammwal,1
Nawazuddin Siddiqui,Saqib Saleem,1
Nawazuddin Siddiqui,Huma Qureshi,3
Nawazuddin Siddiqui,Lavanya Tripathi,1
Nawazuddin Siddiqui,Pooja Hegde,1
Nawazuddin Siddiqui,Kriti Sanon,2
Nawazuddin Siddiqui,Vicky Kaushal,2
Nawazuddin Siddiqui,Tiger Shroff,2
Nawazuddin Siddiqui,Bhumi Pednekar,1
Nawazuddin Siddiqui,Kiara Advani,1
Nawazuddin Siddiqui,Athiya Shetty,1
Nawazuddin Siddiqui,Sanya Malhotra,1
Nawazuddin Siddiqui,Sobhita Dhulipala,1
Nawazuddin Siddiqui,Nidhhi Agerwal,1
Nawazuddin Siddiqui,Rashmika Mandanna,1
Shruti Haasan,Prabhas,1
Shruti Haasan,Chitrangda Singh,1
Shruti Haasan,Arjun Kapoor,1
Shruti Haasan,Kay Kay Menon,1
Shruti Haasan,Tamannaah Bhatia,1
Shruti Haasan,Sunny Singh,1
Shruti Haasan,Kajal Aggarwal,1
Shruti Haasan,Jacqueline Fernandez,1
Shruti Haasan,Prateik Patil Babbar,1
Shruti Haasan,Nivetha Thomas,1
Shruti Haasan,Amy Jackson,1
Shruti Haasan,Samantha Ruth Prabhu,1
Shruti Haasan,Nargis Fakhri,1
Shruti Haasan,Rajkummar Rao,2
Shruti Haasan,Sonakshi Sinha,1
Shruti Haasan,Anil Charanjeett,1
Shruti Haasan,Vidyut Jammwal,2
Shruti Haasan,Huma Qureshi,1
Shruti Haasan,Urvashi Rautela,1
Shruti Haasan,Nora Fatehi,1
Shruti Haasan,Mrunal Thakur,1
Ranbir Kapoor,Karishma Tanna,1
Ranbir Kapoor,Kay Kay Menon,1
Ranbir Kapoor,Minissha Lamba,1
Ranbir Kapoor,Sonam Kapoor,2
Ranbir Kapoor,Deepika Padukone,5
Ranbir Kapoor,Ileana D'Cruz,1
Ranbir Kapoor,Aditi Rao Hydari,1
Ranbir Kapoor,Nushrratt Bharuccha,1
Ranbir Kapoor,Jacqueline Fernandez,1
Ranbir Kapoor,Fawad Khan,1
Ranbir Kapoor,Anushka Sharma,4
Ranbir Kapoor,Aditya Roy Kapoor,1
Ranbir Kapoor,Kalki Koechlin,1
Ranbir Kapoor,Shraddha Kapoor,2
Ranbir Kapoor,Lisa Haydon,1
Ranbir Kapoor,Nargis Fakhri,1
Ranbir Kapoor,Sushant Singh Rajput,1
Ranbir Kapoor,Ranveer Singh,2
Ranbir Kapoor,Anil Charanjeett,2
Ranbir Kapoor,Kartik Aaryan,1
Ranbir Kapoor,Mouni Roy,1
Ranbir Kapoor,Vaani Kapoor,1
Ranbir Kapoor,Vicky Kaushal,4
Ranbir Kapoor,Bhumi Pednekar,1
