source,target,value
Ranbir Kapoor,Kiara Advani,1
Ranbir Kapoor,Rashmika Mandanna,2
Karishma Tanna,Soha Ali Khan,1
Karishma Tanna,Vatsal Sheth,2
Karishma Tanna,Manjari Fadnnis,1
Karishma Tanna,Sonam Kapoor,2
Karishma Tanna,Mahie Gill,1
Karishma Tanna,Bruna Abdullah,1
Karishma Tanna,Anushka Sharma,1
Karishma Tanna,Richa Chadha,1
Karishma Tanna,Shraddha Kapoor,1
Karishma Tanna,Kainaat Arora,1
Karishma Tanna,Rajkummar Rao,1
Karishma Tanna,Anil Charanjeett,1
Karishma Tanna,Sonalee Kulkarni,1
Karishma Tanna,Mouni Roy,2
Karishma Tanna,Pulkit Samrat,1
Karishma Tanna,Vicky Kaushal,1
Karishma Tanna,Shriya Pilgaonkar,1
Prabhas,Neil Nitin Mukesh,1
Prabhas,Asin Thottumkal,1
Prabhas,Vatsal Sheth,1
Prabhas,Tamannaah Bhatia,3
Prabhas,Deepika Padukone,2
Prabhas,Kangana Ranaut,1
Prabhas,Sunny Singh,1
Prabhas,Ileana D'Cruz,1
Prabhas,Kajal Aggarwal,2
Prabhas,Jacqueline Fernandez,1
Prabhas,Shraddha Kapoor,1
Prabhas,Sonakshi Sinha,1
Prabhas,Taapsee Pannu,1
Prabhas,Yami Gautam,1
Prabhas,Pooja Hegde,1
Prabhas,Kriti Sanon,1
Prabhas,Nora Fatehi,1
Prabhas,Disha Patani,2
Prabhas,Nidhhi Agerwal,1
Shreyas Talpade,Soha Ali Khan,2
Shreyas Talpade,Chitrangda Singh,1
Shreyas Talpade,Neil Nitin Mukesh,1
Shreyas Talpade,Ayesha Takia,1
Shreyas Talpade,Vidya Balan,1
Shreyas Talpade,Ashwini Kalsekar,7
Shreyas Talpade,Asin Thottumkal,1
Shreyas Talpade,Upendra Limaye,1
Shreyas Talpade,Sneha Ullal,1
Shreyas Talpade,Vatsal Sheth,1
Shreyas Talpade,Sophiya Chaudhary,1
Shreyas Talpade,Kay Kay Menon,1
Shreyas Talpade,Tamannaah Bhatia,1
Shreyas Talpade,Manjari Fadnnis,2
Shreyas Talpade,Minissha Lamba,2
Shreyas Talpade,Sonam Kapoor,1
Shreyas Talpade,Deepika Padukone,1
Shreyas Talpade,Kangana Ranaut,1
Shreyas Talpade,Govardhan Asrani,4
Shreyas Talpade,Sunny Singh,1
Shreyas Talpade,Krishna Abhishek,1
Shreyas Talpade,Jacqueline Fernandez,1
Shreyas Talpade,Pankaj Tripathi,1
Shreyas Talpade,Mahie Gill,2
Shreyas Talpade,Adah Sharma,1
Shreyas Talpade,Sudesh Lehri,1
Shreyas Talpade,Zareen Khan,1
Shreyas Talpade,Ranveer Singh,1
Shreyas Talpade,Sonakshi Sinha,2
Shreyas Talpade,Anil Charanjeett,3
Shreyas Talpade,Parineeti Chopra,1
Shreyas Talpade,Saqib Saleem,1
Shreyas Talpade,Huma Qureshi,1
Shreyas Talpade,Urvashi Rautela,1
Shreyas Talpade,Sara Ali Khan,1
Soha Ali Khan,Chitrangda Singh,1
Soha Ali Khan,Neil Nitin Mukesh,1
Soha Ali Khan,Ayesha Takia,2
Soha Ali Khan,Vidya Balan,1
Soha Ali Khan,Ashwini Kalsekar,1
Soha Ali Khan,Sophiya Chaudhary,1
Soha Ali Khan,Abhay Deol,2
Soha Ali Khan,Kay Kay Menon,2
Soha Ali Khan,Sonam Kapoor,1
Soha Ali Khan,Govardhan Asrani,1
Soha Ali Khan,Nushrratt Bharuccha,1
Soha Ali Khan,Pankaj Tripathi,1
Soha Ali Khan,Mahie Gill,3
Soha Ali Khan,Sonakshi Sinha,1
Chitrangda Singh,Kay Kay Menon,1
Chitrangda Singh,Minissha Lamba,1
Chitrangda Singh,Deepika Padukone,1
Chitrangda Singh,Govardhan Asrani,1
Chitrangda Singh,Krishna Abhishek,1
Chitrangda Singh,Radhika Apte,1
Chitrangda Singh,Aditi Rao Hydari,1
Chitrangda Singh,Pankaj Tripathi,1
Chitrangda Singh,Mahie Gill,1
Chitrangda Singh,Bruna Abdullah,1
Chitrangda Singh,Prateik Patil Babbar,1
Chitrangda Singh,Sudesh Lehri,2
Chitrangda Singh,Samantha Ruth Prabhu,1
Chitrangda Singh,Sonakshi Sinha,1
Chitrangda Singh,Taapsee Pannu,1
Chitrangda Singh,Vidyut Jammwal,1
Chitrangda Singh,Vikrant Massey,1
Chitrangda Singh,Tiger Shroff,1
Chitrangda Singh,Kapil Sharma,1
Chitrangda Singh,Nidhhi Agerwal,1
Chitrangda Singh,Sara Ali Khan,1
Neil Nitin Mukesh,Ashwini Kalsekar,3
Neil Nitin Mukesh,Sophiya Chaudhary,1
Neil Nitin Mukesh,Kay Kay Menon,4
Neil Nitin Mukesh,Tamannaah Bhatia,1
Neil Nitin Mukesh,Sonam Kapoor,2
Neil Nitin Mukesh,Deepika Padukone,1
Neil Nitin Mukesh,Govardhan Asrani,1
Neil Nitin Mukesh,Aditi Rao Hydari,1
Neil Nitin Mukesh,Kajal Aggarwal,1
Neil Nitin Mukesh,Jacqueline Fernandez,1
Neil Nitin Mukesh,Adah Sharma,1
Neil Nitin Mukesh,Richa Chadha,1
Neil Nitin Mukesh,Shraddha Kapoor,1
Neil Nitin Mukesh,Samantha Ruth Prabhu,1
Neil Nitin Mukesh,Anil Charanjeett,1
Neil Nitin Mukesh,Parineeti Chopra,1
Neil Nitin Mukesh,Mehreen Pirzada,1
Ayesha Takia,Vidya Balan,1
Ayesha Takia,Arjun Kapoor,2
Ayesha Takia,Vatsal Sheth,1
Ayesha Takia,Sophiya Chaudhary,1
Ayesha Takia,Abhay Deol,1
Ayesha Takia,Govardhan Asrani,1
Ayesha Takia,Krishna Abhishek,1
Ayesha Takia,Anushka Sharma,1
Ayesha Takia,Sudesh Lehri,1
Ayesha Takia,Kapil Sharma,1
Vidya Balan,Ashwini Kalsekar,1
Vidya Balan,Arjun Kapoor,1
Vidya Balan,Sophiya Chaudhary,2
Vidya Balan,Minissha Lamba,1
Vidya Balan,Sonam Kapoor,2
Vidya Balan,Deepika Padukone,1
Vidya Balan,Govardhan Asrani,1
Vidya Balan,Ileana D'Cruz,1
Vidya Balan,Prateik Patil Babbar,1
Vidya Balan,Sana Khan,1
Vidya Balan,Rajkummar Rao,1
Vidya Balan,Sonakshi Sinha,4
Vidya Balan,Taapsee Pannu,1
Vidya Balan,Mouni Roy,1
Vidya Balan,Sanya Malhotra,1
Ashwini Kalsekar,Sophiya Chaudhary,1
Ashwini Kalsekar,Tanushree Dutta,3
Ashwini Kalsekar,Kay Kay Menon,2
Ashwini Kalsekar,Tamannaah Bhatia,2
Ashwini Kalsekar,Sonam Kapoor,1
Ashwini Kalsekar,Deepika Padukone,1
Ashwini Kalsekar,Govardhan Asrani,3
Ashwini Kalsekar,Krishna Abhishek,1
Ashwini Kalsekar,Radhika Apte,4
Ashwini Kalsekar,Jacqueline Fernandez,2
Ashwini Kalsekar,Pankaj Tripathi,2
Ashwini Kalsekar,Sidharth Malhotra,1
Ashwini Kalsekar,Varun Dhawan,2
Ashwini Kalsekar,Esha Gupta,1
Ashwini Kalsekar,Sana Khan,1
Ashwini Kalsekar,Shraddha Kapoor,1
Ashwini Kalsekar,Kriti Kharbanda,1
Ashwini Kalsekar,Sushant Singh Rajput,1
Ashwini Kalsekar,Ranveer Singh,2
Ashwini Kalsekar,Sonakshi Sinha,3
Ashwini Kalsekar,Anil Charanjeett,4
Ashwini Kalsekar,Yami Gautam,2
Ashwini Kalsekar,Kartik Aaryan,1
Ashwini Kalsekar,Parineeti Chopra,1
Ashwini Kalsekar,Sonalee Kulkarni,2
Ashwini Kalsekar,Vidyut Jammwal,1
Ashwini Kalsekar,Ayushmann Khurrana,1
Ashwini Kalsekar,Huma Qureshi,1
Ashwini Kalsekar,Lavanya Tripathi,1
Ashwini Kalsekar,Pooja Hegde,2
Ashwini Kalsekar,Kriti Sanon,1
Ashwini Kalsekar,Amyra Dastur,1
Ashwini Kalsekar,Kiara Advani,3
Ashwini Kalsekar,Nora Fatehi,1
Ashwini Kalsekar,Sara Ali Khan,1
Arjun Kapoor,Deepika Padukone,1
Arjun Kapoor,Ileana D'Cruz,1
Arjun Kapoor,Aditi Rao Hydari,1
Arjun Kapoor,Jacqueline Fernandez,1
Arjun Kapoor,Shraddha Kapoor,1
Arjun Kapoor,Ranveer Singh,2
Arjun Kapoor,Sonakshi Sinha,1
Arjun Kapoor,Anil Charanjeett,3
Arjun Kapoor,Yami Gautam,1
Arjun Kapoor,Parineeti Chopra,3
Arjun Kapoor,Kriti Sanon,1
Arjun Kapoor,Vikrant Massey,1
Arjun Kapoor,Rhea Chakraborty,1
Arjun Kapoor,Bhumi Pednekar,3
Arjun Kapoor,Athiya Shetty,1
Arjun Kapoor,Disha Patani,1
Asin Thottumkal,Kangana Ranaut,1
Asin Thottumkal,Govardhan Asrani,1
Asin Thottumkal,Krishna Abhishek,1
Asin Thottumkal,Jacqueline Fernandez,1
Asin Thottumkal,Aditya Roy Kapoor,1
Asin Thottumkal,Sudesh Lehri,1
Asin Thottumkal,Zareen Khan,2
Asin Thottumkal,Sonakshi Sinha,1
Upendra Limaye,Kangana Ranaut,1
Upendra Limaye,Pankaj Tripathi,1
Upendra Limaye,Varun Dhawan,1
Upendra Limaye,Rhea Chakraborty,1
Upendra Limaye,Nora Fatehi,1
Sneha Ullal,Govardhan Asrani,1
Sneha Ullal,Krishna Abhishek,1
Sneha Ullal,Kriti Kharbanda,1
Vatsal Sheth,Sonam Kapoor,1
Vatsal Sheth,Kangana Ranaut,1
Vatsal Sheth,Govardhan Asrani,1
Vatsal Sheth,Sunny Singh,1
Vatsal Sheth,Daisy Shah,1
Vatsal Sheth,Kajal Aggarwal,1
Vatsal Sheth,Mahie Gill,1
Vatsal Sheth,Bruna Abdullah,1
Vatsal Sheth,Aditya Roy Kapoor,1
Vatsal Sheth,Sudesh Lehri,1
Vatsal Sheth,Sana Khan,1
Vatsal Sheth,Shraddha Kapoor,1
Vatsal Sheth,Rajkummar Rao,1
Vatsal Sheth,Mouni Roy,1
Vatsal Sheth,Pulkit Samrat,1
Vatsal Sheth,Kriti Sanon,1
Vatsal Sheth,Disha Patani,1
Sophiya Chaudhary,Tanushree Dutta,1
Sophiya Chaudhary,Minissha Lamba,2
Sophiya Chaudhary,Kangana Ranaut,1
Sophiya Chaudhary,Pankaj Tripathi,1
Sophiya Chaudhary,Sonakshi Sinha,1
Sophiya Chaudhary,Kriti Sanon,1
Abhay Deol,Kay Kay Menon,1
Abhay Deol,Minissha Lamba,1
Abhay Deol,Sonam Kapoor,2
Abhay Deol,Mahie Gill,2
Abhay Deol,Anushka Sharma,1
Abhay Deol,Richa Chadha,1
Abhay Deol,Kalki Koechlin,3
Abhay Deol,Esha Gupta,1
Abhay Deol,Lisa Haydon,1
Abhay Deol,Tahir Raj Bhasin,1
Abhay Deol,Mouni Roy,1
Tanushree Dutta,Govardhan Asrani,2
Nimrat Kaur,Minissha Lamba,1
Nimrat Kaur,Yami Gautam,1
Nimrat Kaur,Huma Qureshi,1
Nimrat Kaur,Vicky Kaushal,1
Nimrat Kaur,Sara Ali Khan,1
Kay Kay Menon,Manjari Fadnnis,1
Kay Kay Menon,Minissha Lamba,4
Kay Kay Menon,Deepika Padukone,1
Kay Kay Menon,Kangana Ranaut,1
Kay Kay Menon,Govardhan Asrani,1
Kay Kay Menon,Jacqueline Fernandez,1
Kay Kay Menon,Pankaj Tripathi,5
Kay Kay Menon,Mahie Gill,3
Kay Kay Menon,Anushka Sharma,1
Kay Kay Menon,Aditya Roy Kapoor,1
Kay Kay Menon,Richa Chadha,1
Kay Kay Menon,Sidharth Malhotra,1
Kay Kay Menon,Varun Dhawan,2
Kay Kay Menon,Amy Jackson,1
Kay Kay Menon,Esha Gupta,1
Kay Kay Menon,Sana Khan,2
Kay Kay Menon,Shraddha Kapoor,2
Kay Kay Menon,Nargis Fakhri,1
Kay Kay Menon,Sushant Singh Rajput,1
Kay Kay Menon,Rajkummar Rao,1
Kay Kay Menon,Sonakshi Sinha,1
Kay Kay Menon,Taapsee Pannu,2
Kay Kay Menon,Anil Charanjeett,1
Kay Kay Menon,Yami Gautam,1
Kay Kay Menon,Vidyut Jammwal,1
Kay Kay Menon,Lavanya Tripathi,1
Kay Kay Menon,Amyra Dastur,2
Kay Kay Menon,Vicky Kaushal,1
Kay Kay Menon,Tiger Shroff,1
Kay Kay Menon,Kiara Advani,1
Kay Kay Menon,Sara Ali Khan,1
Tamannaah Bhatia,Govardhan Asrani,1
Tamannaah Bhatia,Krishna Abhishek,1
Tamannaah Bhatia,Ileana D'Cruz,1
Tamannaah Bhatia,Nivetha Thomas,1
Tamannaah Bhatia,Amy Jackson,3
Tamannaah Bhatia,Esha Gupta,2
Tamannaah Bhatia,Samantha Ruth Prabhu,1
Tamannaah Bhatia,Lisa Haydon,1
Tamannaah Bhatia,Kriti Kharbanda,1
Tamannaah Bhatia,Sonakshi Sinha,1
Tamannaah Bhatia,Vidyut Jammwal,1
Tamannaah Bhatia,Mouni Roy,1
Tamannaah Bhatia,Pooja Hegde,1
Tamannaah Bhatia,Nora Fatehi,2
Tamannaah Bhatia,Mrunal Thakur,1
Tamannaah Bhatia,Mehreen Pirzada,2
Tamannaah Bhatia,Rashmika Mandanna,1
Manjari Fadnnis,Deepika Padukone,1
Manjari Fadnnis,Ileana D'Cruz,1
Manjari Fadnnis,Pankaj Tripathi,1
Manjari Fadnnis,Bruna Abdullah,1
Manjari Fadnnis,Prateik Patil Babbar,1
Manjari Fadnnis,Kainaat Arora,1
Manjari Fadnnis,Sonalee Kulkarni,1
Manjari Fadnnis,Vidyut Jammwal,1
Manjari Fadnnis,Mouni Roy,1
Manjari Fadnnis,Kapil Sharma,1
Minissha Lamba,Deepika Padukone,1
Minissha Lamba,Govardhan Asrani,1
Minissha Lamba,Pankaj Tripathi,1
Minissha Lamba,Sonakshi Sinha,1
Sonam Kapoor,Radhika Apte,1
Sonam Kapoor,Aditi Rao Hydari,2
Sonam Kapoor,Jacqueline Fernandez,1
Sonam Kapoor,Fawad Khan,1
Sonam Kapoor,Mahie Gill,1
Sonam Kapoor,Bruna Abdullah,1
Sonam Kapoor,Anushka Sharma,1
Sonam Kapoor,Shraddha Kapoor,1
Sonam Kapoor,Lisa Haydon,1
Sonam Kapoor,Rajkummar Rao,3
Sonam Kapoor,Sonakshi Sinha,1
Sonam Kapoor,Anil Charanjeett,1
Sonam Kapoor,Mouni Roy,1
Sonam Kapoor,Ayushmann Khurrana,1
Sonam Kapoor,Pulkit Samrat,1
Sonam Kapoor,Vicky Kaushal,1
Deepika Padukone,Govardhan Asrani,1
Deepika Padukone,Aditi Rao Hydari,1
Deepika Padukone,Jacqueline Fernandez,3
Deepika Padukone,Pankaj Tripathi,1
Deepika Padukone,Bruna Abdullah,1
Deepika Padukone,Prateik Patil Babbar,2
Deepika Padukone,Aditya Roy Kapoor,1
Deepika Padukone,Richa Chadha,1
Deepika Padukone,Kalki Koechlin,1
Deepika Padukone,Tahir Raj Bhasin,1
Deepika Padukone,Sushant Singh Rajput,1
Deepika Padukone,Rajkummar Rao,1
Deepika Padukone,Ranveer Singh,7
Deepika Padukone,Anil Charanjeett,1
Deepika Padukone,Mouni Roy,1
Deepika Padukone,Saqib Saleem,1
Deepika Padukone,Pooja Hegde,1
Deepika Padukone,Kriti Sanon,1
Deepika Padukone,Vikrant Massey,1
Deepika Padukone,Tiger Shroff,1
Deepika Padukone,Sanya Malhotra,1
Deepika Padukone,Disha Patani,2
Deepika Padukone,Siddhant Chaturvedi,1
Kangana Ranaut,Govardhan Asrani,1
Kangana Ranaut,Richa Chadha,1
Kangana Ranaut,Sudesh Lehri,1
Kangana Ranaut,Shraddha Kapoor,1
Kangana Ranaut,Lisa Haydon,2
Kangana Ranaut,Zareen Khan,1
Kangana Ranaut,Rajkummar Rao,2
Kangana Ranaut,Amyra Dastur,1
Govardhan Asrani,Daisy Shah,1
Govardhan Asrani,Krishna Abhishek,1
Govardhan Asrani,Nushrratt Bharuccha,1
Govardhan Asrani,Pankaj Tripathi,1
Govardhan Asrani,Mahie Gill,1
Govardhan Asrani,Bruna Abdullah,1
Govardhan Asrani,Sudesh Lehri,1
Govardhan Asrani,Kriti Kharbanda,1
Govardhan Asrani,Kainaat Arora,2
Govardhan Asrani,Sonakshi Sinha,4
Govardhan Asrani,Kartik Aaryan,1
Govardhan Asrani,Ayushmann Khurrana,1
Govardhan Asrani,Siddhant Chaturvedi,1
Sunny Singh,Nushrratt Bharuccha,4
Sunny Singh,Kartik Aaryan,4
Sunny Singh,Mouni Roy,1
Sunny Singh,Saqib Saleem,1
Sunny Singh,Huma Qureshi,1
Sunny Singh,Kriti Sanon,2
Sunny Singh,Bhumi Pednekar,1
Daisy Shah,Jacqueline Fernandez,1
Daisy Shah,Bruna Abdullah,1
Daisy Shah,Sudesh Lehri,1
Daisy Shah,Sana Khan,1
Daisy Shah,Zareen Khan,1
Daisy Shah,Saqib Saleem,1
Daisy Shah,Freddy Daruwala,1
Daisy Shah,Pulkit Samrat,1
Krishna Abhishek,Kajal Aggarwal,1
Krishna Abhishek,Jacqueline Fernandez,1
Krishna Abhishek,Bruna Abdullah,1
Krishna Abhishek,Anushka Sharma,1
Krishna Abhishek,Sudesh Lehri,10
Krishna Abhishek,Shraddha Kapoor,1
Krishna Abhishek,Anil Charanjeett,1
Krishna Abhishek,Tiger Shroff,1
Krishna Abhishek,Kapil Sharma,7
Ileana D'Cruz,Kalki Koechlin,1
Ileana D'Cruz,Varun Dhawan,1
Ileana D'Cruz,Esha Gupta,2
Ileana D'Cruz,Nargis Fakhri,2
Ileana D'Cruz,Kriti Kharbanda,1
Ileana D'Cruz,Anil Charanjeett,1
Ileana D'Cruz,Vidyut Jammwal,2
Ileana D'Cruz,Pulkit Samrat,1
Ileana D'Cruz,Urvashi Rautela,1
Ileana D'Cruz,Athiya Shetty,1
Radhika Apte,Kajal Aggarwal,1
Radhika Apte,Pankaj Tripathi,2
Radhika Apte,Kalki Koechlin,3
Radhika Apte,Varun Dhawan,1
Radhika Apte,Rajkummar Rao,1
Radhika Apte,Anil Charanjeett,1
Radhika Apte,Yami Gautam,1
Radhika Apte,Ayushmann Khurrana,1
Radhika Apte,Huma Qureshi,3
Radhika Apte,Pulkit Samrat,1
Radhika Apte,Vikrant Massey,2
Radhika Apte,Vicky Kaushal,1
Radhika Apte,Bhumi Pednekar,1
Radhika Apte,Kiara Advani,1
Radhika Apte,Mrunal Thakur,1
Radhika Apte,Sobhita Dhulipala,1
Aditi Rao Hydari,Nushrratt Bharuccha,1
Aditi Rao Hydari,Kajal Aggarwal,1
Aditi Rao Hydari,Fawad Khan,1
Aditi Rao Hydari,Prateik Patil Babbar,2
Aditi Rao Hydari,Aditya Roy Kapoor,1
Aditi Rao Hydari,Richa Chadha,2
Aditi Rao Hydari,Nivetha Thomas,1
Aditi Rao Hydari,Nargis Fakhri,1
Aditi Rao Hydari,Ranveer Singh,1
Aditi Rao Hydari,Sonakshi Sinha,2
Aditi Rao Hydari,Parineeti Chopra,1
Aditi Rao Hydari,Sonalee Kulkarni,1
Aditi Rao Hydari,Lavanya Tripathi,1
Nushrratt Bharuccha,Jacqueline Fernandez,1
Nushrratt Bharuccha,Adah Sharma,1
Nushrratt Bharuccha,Sudesh Lehri,1
Nushrratt Bharuccha,Shraddha Kapoor,1
Nushrratt Bharuccha,Rajkummar Rao,3
Nushrratt Bharuccha,Sunny Kaushal,1
Nushrratt Bharuccha,Kartik Aaryan,6
Nushrratt Bharuccha,Ayushmann Khurrana,3
Nushrratt Bharuccha,Pulkit Samrat,1
Nushrratt Bharuccha,Mrunal Thakur,1
Kajal Aggarwal,Jacqueline Fernandez,1
Kajal Aggarwal,Prateik Patil Babbar,1
Kajal Aggarwal,Nivetha Thomas,1
Kajal Aggarwal,Amy Jackson,1
Kajal Aggarwal,Sudesh Lehri,1
Kajal Aggarwal,Shraddha Kapoor,1
Kajal Aggarwal,Samantha Ruth Prabhu,4
Kajal Aggarwal,Taapsee Pannu,2
Kajal Aggarwal,Vidyut Jammwal,1
Kajal Aggarwal,Tiger Shroff,1
Kajal Aggarwal,Nora Fatehi,1
Kajal Aggarwal,Mehreen Pirzada,1
Jacqueline Fernandez,Pankaj Tripathi,2
Jacqueline Fernandez,Prateik Patil Babbar,2
Jacqueline Fernandez,Sidharth Malhotra,2
Jacqueline Fernandez,Varun Dhawan,2
Jacqueline Fernandez,Sudesh Lehri,1
Jacqueline Fernandez,Shraddha Kapoor,2
Jacqueline Fernandez,Lisa Haydon,1
Jacqueline Fernandez,Nargis Fakhri,3
Jacqueline Fernandez,Kriti Kharbanda,1
Jacqueline Fernandez,Zareen Khan,1
Jacqueline Fernandez,Sushant Singh Rajput,1
Jacqueline Fernandez,Ranveer Singh,1
Jacqueline Fernandez,Sonakshi Sinha,1
Jacqueline Fernandez,Taapsee Pannu,1
Jacqueline Fernandez,Anil Charanjeett,1
Jacqueline Fernandez,Yami Gautam,1
Jacqueline Fernandez,Parineeti Chopra,1
Jacqueline Fernandez,Vidyut Jammwal,1
Jacqueline Fernandez,Saqib Saleem,2
Jacqueline Fernandez,Freddy Daruwala,1
Jacqueline Fernandez,Pulkit Samrat,1
Jacqueline Fernandez,Pooja Hegde,2
Jacqueline Fernandez,Kriti Sanon,2
Jacqueline Fernandez,Tiger Shroff,3
Jacqueline Fernandez,Nora Fatehi,1
Jacqueline Fernandez,Disha Patani,2
Pankaj Tripathi,Mahie Gill,1
Pankaj Tripathi,Prateik Patil Babbar,2
Pankaj Tripathi,Aditya Roy Kapoor,2
Pankaj Tripathi,Richa Chadha,7
Pankaj Tripathi,Kalki Koechlin,1
Pankaj Tripathi,Varun Dhawan,2
Pankaj Tripathi,Sudesh Lehri,1
Pankaj Tripathi,Shraddha Kapoor,2
Pankaj Tripathi,Tahir Raj Bhasin,1
Pankaj Tripathi,Sushant Singh Rajput,1
Pankaj Tripathi,Rajkummar Rao,6
Pankaj Tripathi,Ranveer Singh,1
Pankaj Tripathi,Anil Charanjeett,1
Pankaj Tripathi,Yami Gautam,1
Pankaj Tripathi,Kartik Aaryan,1
Pankaj Tripathi,Sonalee Kulkarni,1
Pankaj Tripathi,Mouni Roy,1
Pankaj Tripathi,Saqib Saleem,1
Pankaj Tripathi,Ayushmann Khurrana,1
Pankaj Tripathi,Huma Qureshi,2
Pankaj Tripathi,Pulkit Samrat,3
Pankaj Tripathi,Lavanya Tripathi,1
Pankaj Tripathi,Pooja Hegde,1
Pankaj Tripathi,Kriti Sanon,7
Pankaj Tripathi,Vikrant Massey,2
Pankaj Tripathi,Amyra Dastur,1
Pankaj Tripathi,Vicky Kaushal,2
Pankaj Tripathi,Tiger Shroff,1
Pankaj Tripathi,Nora Fatehi,1
Pankaj Tripathi,Shriya Pilgaonkar,3
Pankaj Tripathi,Mrunal Thakur,1
Pankaj Tripathi,Sanya Malhotra,1
Pankaj Tripathi,Sobhita Dhulipala,1
Pankaj Tripathi,Siddhant Chaturvedi,1
Pankaj Tripathi,Nidhhi Agerwal,1
Pankaj Tripathi,Sara Ali Khan,2
Pankaj Tripathi,Janhvi Kapoor,1
Fawad Khan,Anushka Sharma,1
Fawad Khan,Sidharth Malhotra,1
Fawad Khan,Lisa Haydon,1
Mahie Gill,Kalki Koechlin,1
Mahie Gill,Shraddha Kapoor,1
Mahie Gill,Rajkummar Rao,1
Mahie Gill,Ranveer Singh,1
Mahie Gill,Sonakshi Sinha,3
Mahie Gill,Vidyut Jammwal,1
Mahie Gill,Mouni Roy,1
Mahie Gill,Bhumi Pednekar,1
Bruna Abdullah,Sudesh Lehri,2
Bruna Abdullah,Sana Khan,1
Bruna Abdullah,Kainaat Arora,1
Bruna Abdullah,Sonalee Kulkarni,1
Bruna Abdullah,Vidyut Jammwal,1
Bruna Abdullah,Pulkit Samrat,1
Prateik Patil Babbar,Richa Chadha,1
Prateik Patil Babbar,Kalki Koechlin,2
Prateik Patil Babbar,Nivetha Thomas,1
Prateik Patil Babbar,Amy Jackson,1
Prateik Patil Babbar,Sudesh Lehri,1
Prateik Patil Babbar,Shraddha Kapoor,1
Prateik Patil Babbar,Samantha Ruth Prabhu,1
Prateik Patil Babbar,Tahir Raj Bhasin,1
Prateik Patil Babbar,Sushant Singh Rajput,1
Prateik Patil Babbar,Taapsee Pannu,2
Prateik Patil Babbar,Vidyut Jammwal,1
Prateik Patil Babbar,Kriti Sanon,1
Prateik Patil Babbar,Amyra Dastur,2
Prateik Patil Babbar,Tiger Shroff,1
Prateik Patil Babbar,Shriya Pilgaonkar,1
Prateik Patil Babbar,Disha Patani,1
Anushka Sharma,Varun Dhawan,2
Anushka Sharma,Sudesh Lehri,1
Anushka Sharma,Lisa Haydon,1
Anushka Sharma,Sushant Singh Rajput,1
Anushka Sharma,Ranveer Singh,3
Anushka Sharma,Anil Charanjeett,2
Anushka Sharma,Parineeti Chopra,1
Anushka Sharma,Vikrant Massey,2
Anushka Sharma,Vicky Kaushal,2
Anushka Sharma,Kapil Sharma,1
Anushka Sharma,Bhumi Pednekar,1
Anushka Sharma,Mehreen Pirzada,1
Adah Sharma,Sidharth Malhotra,1
Adah Sharma,Esha Gupta,1
Adah Sharma,Samantha Ruth Prabhu,1
Adah Sharma,Anil Charanjeett,1
Adah Sharma,Parineeti Chopra,1
Adah Sharma,Vidyut Jammwal,2
Adah Sharma,Saqib Saleem,1
Adah Sharma,Freddy Daruwala,1
Adah Sharma,Mrunal Thakur,1
Aditya Roy Kapoor,Kalki Koechlin,1
Aditya Roy Kapoor,Varun Dhawan,1
Aditya Roy Kapoor,Shraddha Kapoor,2
Aditya Roy Kapoor,Rajkummar Rao,1
Aditya Roy Kapoor,Sonakshi Sinha,2
Aditya Roy Kapoor,Kartik Aaryan,1
Aditya Roy Kapoor,Parineeti Chopra,1
Aditya Roy Kapoor,Kriti Sanon,1
Aditya Roy Kapoor,Kiara Advani,1
Aditya Roy Kapoor,Mrunal Thakur,1
Aditya Roy Kapoor,Sanya Malhotra,2
Aditya Roy Kapoor,Disha Patani,1
Aditya Roy Kapoor,Sobhita Dhulipala,1
Aditya Roy Kapoor,Sara Ali Khan,1
Richa Chadha,Kalki Koechlin,1
Richa Chadha,Rajkummar Rao,2
Richa Chadha,Ranveer Singh,1
Richa Chadha,Sonakshi Sinha,1
Richa Chadha,Freddy Daruwala,1
Richa Chadha,Huma Qureshi,2
Richa Chadha,Pulkit Samrat,4
Richa Chadha,Vicky Kaushal,2
Richa Chadha,Shriya Pilgaonkar,1
Richa Chadha,Mrunal Thakur,1
Richa Chadha,Siddhant Chaturvedi,1
Kalki Koechlin,Rajkummar Rao,1
Kalki Koechlin,Ranveer Singh,1
Kalki Koechlin,Anil Charanjeett,1
Kalki Koechlin,Huma Qureshi,4
Kalki Koechlin,Pulkit Samrat,1
Kalki Koechlin,Vikrant Massey,2
Kalki Koechlin,Amyra Dastur,1
Kalki Koechlin,Vicky Kaushal,1
Kalki Koechlin,Shriya Pilgaonkar,1
Kalki Koechlin,Mrunal Thakur,1
Kalki Koechlin,Sobhita Dhulipala,1
Kalki Koechlin,Siddhant Chaturvedi,1
Sidharth Malhotra,Varun Dhawan,2
Sidharth Malhotra,Esha Gupta,1
Sidharth Malhotra,Sana Khan,1
Sidharth Malhotra,Shraddha Kapoor,2
Sidharth Malhotra,Sushant Singh Rajput,1
Sidharth Malhotra,Sonakshi Sinha,2
Sidharth Malhotra,Anil Charanjeett,2
Sidharth Malhotra,Yami Gautam,1
Sidharth Malhotra,Parineeti Chopra,3
Sidharth Malhotra,Vidyut Jammwal,1
Sidharth Malhotra,Ayushmann Khurrana,1
Sidharth Malhotra,Lavanya Tripathi,1
